Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDM08,10.1,Regular,0,Fruits and Vegetables,225.1088,OUT013,1987,High,Tier 3,Supermarket Type1,3579.3408
FDX56,17.1,Regular,0,Fruits and Vegetables,208.5638,OUT049,1999,Medium,Tier 1,Supermarket Type1,5383.6588
FDX07,19.2,Regular,0.022914478,Fruits and Vegetables,181.195,OUT035,2004,Small,Tier 2,Supermarket Type1,2380.235
FDZ49,11,Regular,0.13312044,Canned,221.5798,OUT035,2004,Small,Tier 2,Supermarket Type1,4187.2162
FDP48,7.52,Regular,0.044202545,Baking Goods,182.995,OUT018,2009,Medium,Tier 3,Supermarket Type2,4394.28
FDI53,8.895,Regular,0.137858955,Frozen Foods,162.1236,OUT049,1999,Medium,Tier 1,Supermarket Type1,2577.9776
FDW02,4.805,Regular,0.037668051,Dairy,126.7704,OUT013,1987,High,Tier 3,Supermarket Type1,2628.5784
FDG38,8.975,Regular,0.053027398,Canned,86.0224,OUT017,2007,null,Tier 2,Supermarket Type1,1278.336
FDO48,15,Regular,0.026950104,Baking Goods,220.9456,OUT018,2009,Medium,Tier 3,Supermarket Type2,1768.3648
FDF56,16.7,Regular,0.119362812,Fruits and Vegetables,180.3976,OUT013,1987,High,Tier 3,Supermarket Type1,3078.6592
FDL57,15.1,Regular,0.067350054,Snack Foods,257.3304,OUT018,2009,Medium,Tier 3,Supermarket Type2,3874.956
FDV52,20.7,Regular,0.122208091,Frozen Foods,119.7466,OUT017,2007,null,Tier 2,Supermarket Type1,4006.7844
FDV22,14.85,Regular,0.009995002,Snack Foods,154.463,OUT017,2007,null,Tier 2,Supermarket Type1,3755.112
FDW55,null,Regular,0.021863506,Fruits and Vegetables,247.0092,OUT027,1985,Medium,Tier 3,Supermarket Type3,5478.2024
FDR24,17.35,Regular,0.063207198,Baking Goods,89.383,OUT017,2007,null,Tier 2,Supermarket Type1,1258.362
FDD47,7.6,Regular,0.142410775,Starchy Foods,171.9448,OUT046,1997,Small,Tier 1,Supermarket Type1,3749.7856
FDE20,11.35,Regular,0.005530516,Fruits and Vegetables,171.179,OUT046,1997,Small,Tier 1,Supermarket Type1,4923.591
FDY24,4.88,Regular,0,Baking Goods,53.1298,OUT035,2004,Small,Tier 2,Supermarket Type1,808.947
FDJ55,12.8,Regular,0.023626808,Meat,223.2404,OUT018,2009,Medium,Tier 3,Supermarket Type2,2475.4444
FDD44,8.05,Regular,0.078719835,Fruits and Vegetables,258.5646,OUT018,2009,Medium,Tier 3,Supermarket Type2,3091.9752
FDB36,5.465,Regular,0.048486801,Baking Goods,131.2626,OUT013,1987,High,Tier 3,Supermarket Type1,3410.2276
FDJ36,14.5,Regular,0.128459481,Baking Goods,102.0332,OUT049,1999,Medium,Tier 1,Supermarket Type1,2050.664
FDG17,6.865,Regular,0.036042939,Frozen Foods,244.4486,OUT017,2007,null,Tier 2,Supermarket Type1,4153.9262
FDU58,6.61,Regular,0.04855968,Snack Foods,188.4898,OUT010,1998,null,Tier 3,Grocery Store,187.0898
FDL09,null,Regular,0.22417463,Snack Foods,168.8816,OUT019,1985,Small,Tier 1,Grocery Store,167.7816
FDR37,16.5,Regular,0.06619442,Breakfast,184.4292,OUT013,1987,High,Tier 3,Supermarket Type1,3101.2964
FDG56,13.3,Regular,0.071439051,Fruits and Vegetables,61.0536,OUT035,2004,Small,Tier 2,Supermarket Type1,1898.8616
FDR03,15.7,Regular,0.008734284,Meat,207.898,OUT035,2004,Small,Tier 2,Supermarket Type1,3095.97
FDP45,15.7,Regular,0.030672457,Snack Foods,253.1724,OUT049,1999,Medium,Tier 1,Supermarket Type1,5285.1204
FDS15,9.195,Regular,0.077995641,Meat,107.1596,OUT013,1987,High,Tier 3,Supermarket Type1,2804.3496
FDL13,13.85,Regular,0.056432784,Breakfast,234.93,OUT045,2002,null,Tier 2,Supermarket Type1,4660.6
FDG33,null,Regular,0.245542627,Seafood,172.2764,OUT019,1985,Small,Tier 1,Grocery Store,171.7764
FDQ03,15,Regular,0.077949334,Meat,238.7248,OUT013,1987,High,Tier 3,Supermarket Type1,2133.2232
FDD52,null,Regular,0.182407266,Dairy,109.157,OUT027,1985,Medium,Tier 3,Supermarket Type3,1867.569
FDI16,14,Regular,0.136328794,Frozen Foods,54.864,OUT018,2009,Medium,Tier 3,Supermarket Type2,319.584
FDA25,16.5,Regular,0.068125756,Canned,101.199,OUT046,1997,Small,Tier 1,Supermarket Type1,1031.99
FDV33,9.6,Regular,0.02734361,Snack Foods,257.8304,OUT046,1997,Small,Tier 1,Supermarket Type1,1808.3128
FDX47,6.55,Regular,0.034658144,Breads,155.8288,OUT049,1999,Medium,Tier 1,Supermarket Type1,1099.9016
FDV57,15.25,Regular,0.065841719,Snack Foods,179.866,OUT013,1987,High,Tier 3,Supermarket Type1,2696.49
FDB02,9.695,Regular,0.029158763,Canned,174.537,OUT035,2004,Small,Tier 2,Supermarket Type1,1235.059
FDT12,6.215,Regular,0.049722335,Baking Goods,224.5062,OUT045,2002,null,Tier 2,Supermarket Type1,4514.124
FDQ08,15.7,Regular,0.018968743,Fruits and Vegetables,61.9536,OUT045,2002,null,Tier 2,Supermarket Type1,1225.072
FDW46,13,Regular,0.070444232,Snack Foods,63.4484,OUT045,2002,null,Tier 2,Supermarket Type1,1043.9744
FDO09,13.5,Regular,0.125469442,Snack Foods,264.491,OUT049,1999,Medium,Tier 1,Supermarket Type1,6574.775
FDO19,17.7,Regular,0.016593506,Fruits and Vegetables,46.9034,OUT035,2004,Small,Tier 2,Supermarket Type1,972.068
FDR34,17,Regular,0.015965308,Snack Foods,229.4352,OUT046,1997,Small,Tier 1,Supermarket Type1,4809.7392
FDT55,null,Regular,0.043443753,Fruits and Vegetables,158.1946,OUT027,1985,Medium,Tier 3,Supermarket Type3,6942.9624
FDT11,5.94,Regular,0.029366813,Breads,187.7556,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112
FDY12,9.8,Regular,0,Baking Goods,49.2008,OUT013,1987,High,Tier 3,Supermarket Type1,657.8104
FDS44,12.65,Regular,0.156926608,Fruits and Vegetables,238.3538,OUT017,2007,null,Tier 2,Supermarket Type1,5528.1374
FDE56,17.25,Regular,0.160095901,Fruits and Vegetables,61.5194,OUT017,2007,null,Tier 2,Supermarket Type1,1052.6298
FDA40,16,Regular,0.099832728,Frozen Foods,87.4856,OUT017,2007,null,Tier 2,Supermarket Type1,263.6568
FDV22,14.85,Regular,0.009958941,Snack Foods,157.963,OUT045,2002,null,Tier 2,Supermarket Type1,2816.334
FDD21,10.3,Regular,0,Fruits and Vegetables,115.0176,OUT013,1987,High,Tier 3,Supermarket Type1,4122.6336
FDV34,10.695,Regular,0.011443222,Snack Foods,73.5038,OUT049,1999,Medium,Tier 1,Supermarket Type1,1478.076
FDS45,5.175,Regular,0.04937018,Snack Foods,106.7622,OUT010,1998,null,Tier 3,Grocery Store,211.7244
FDD52,18.25,Regular,0.18329488,Dairy,111.657,OUT046,1997,Small,Tier 1,Supermarket Type1,1537.998
FDL39,16.1,Regular,0.06358934,Dairy,179.4318,OUT018,2009,Medium,Tier 3,Supermarket Type2,360.8636
FDE11,17.7,Regular,0,Starchy Foods,184.3924,OUT046,1997,Small,Tier 1,Supermarket Type1,4257.1252
FDQ55,13.65,Regular,0.013035609,Fruits and Vegetables,114.7834,OUT035,2004,Small,Tier 2,Supermarket Type1,3455.502
FDL52,6.635,Regular,0.046277956,Frozen Foods,36.7506,OUT018,2009,Medium,Tier 3,Supermarket Type2,75.9012
FDB12,11.15,Regular,0.105220024,Baking Goods,102.7648,OUT013,1987,High,Tier 3,Supermarket Type1,1142.5128
FDR32,6.78,Regular,0,Fruits and Vegetables,227.5694,OUT049,1999,Medium,Tier 1,Supermarket Type1,3653.9104
FDM04,9.195,Regular,0.04731256,Frozen Foods,50.7666,OUT018,2009,Medium,Tier 3,Supermarket Type2,512.666
DRL01,19.5,Regular,0.077108099,Soft Drinks,232.8958,OUT013,1987,High,Tier 3,Supermarket Type1,5608.6992
FDZ08,12.5,Regular,0.109971578,Fruits and Vegetables,82.7592,OUT035,2004,Small,Tier 2,Supermarket Type1,577.9144
FDU03,18.7,Regular,0.091950972,Meat,184.2292,OUT018,2009,Medium,Tier 3,Supermarket Type2,1277.0044
FDZ49,11,Regular,0.133145617,Canned,218.4798,OUT046,1997,Small,Tier 1,Supermarket Type1,2203.798
FDY49,17.2,Regular,0.012002075,Canned,165.3184,OUT013,1987,High,Tier 3,Supermarket Type1,990.7104
FDH40,11.6,Regular,0.079251097,Frozen Foods,79.2276,OUT018,2009,Medium,Tier 3,Supermarket Type2,649.8208
FDL12,null,Regular,0.121043709,Baking Goods,59.422,OUT027,1985,Medium,Tier 3,Supermarket Type3,1078.596
FDK03,12.6,Regular,0.123727659,Dairy,253.0356,OUT010,1998,null,Tier 3,Grocery Store,254.3356
FDZ59,null,Regular,0.182128363,Baking Goods,165.65,OUT019,1985,Small,Tier 1,Grocery Store,665.8
FDB57,null,Regular,0.01871404,Fruits and Vegetables,223.4772,OUT027,1985,Medium,Tier 3,Supermarket Type3,7116.0704
FDZ59,6.63,Regular,0.103935018,Baking Goods,166.85,OUT013,1987,High,Tier 3,Supermarket Type1,5326.4
FDU58,6.61,Regular,0.029129907,Snack Foods,188.4898,OUT018,2009,Medium,Tier 3,Supermarket Type2,4677.245
FDL09,19.6,Regular,0.128011859,Snack Foods,166.8816,OUT035,2004,Small,Tier 2,Supermarket Type1,1845.5976
FDY38,13.6,Regular,0.119850541,Dairy,234.53,OUT017,2007,null,Tier 2,Supermarket Type1,6524.84
FDL03,19.25,Regular,0.027233781,Meat,197.511,OUT017,2007,null,Tier 2,Supermarket Type1,982.055
FDU60,20,Regular,0.060022526,Baking Goods,168.7132,OUT045,2002,null,Tier 2,Supermarket Type1,6426.3016
FDP22,14.65,Regular,0.099286298,Snack Foods,49.8666,OUT049,1999,Medium,Tier 1,Supermarket Type1,563.9326
FDQ11,5.695,Regular,0.067700925,Breads,256.5988,OUT046,1997,Small,Tier 1,Supermarket Type1,2055.9904
FDY28,7.47,Regular,0.153011599,Frozen Foods,215.2218,OUT017,2007,null,Tier 2,Supermarket Type1,3419.5488
FDJ58,15.6,Regular,0.105276162,Snack Foods,173.2764,OUT035,2004,Small,Tier 2,Supermarket Type1,3779.0808
FDJ27,17.7,Regular,0.122123201,Meat,100.7674,OUT045,2002,null,Tier 2,Supermarket Type1,814.9392
FDA02,14,Regular,0.029782937,Dairy,146.3786,OUT045,2002,null,Tier 2,Supermarket Type1,866.8716
FDT26,18.85,Regular,0.067953506,Dairy,119.044,OUT046,1997,Small,Tier 1,Supermarket Type1,2396.88
FDO27,6.175,Regular,0.179077475,Meat,94.3752,OUT046,1997,Small,Tier 1,Supermarket Type1,1342.2528
FDQ51,16,Regular,0.017547958,Meat,48.3718,OUT035,2004,Small,Tier 2,Supermarket Type1,614.5334
FDP44,16.5,Regular,0.079875237,Fruits and Vegetables,102.7332,OUT045,2002,null,Tier 2,Supermarket Type1,1537.998
FDO09,13.5,Regular,0.125170423,Snack Foods,261.491,OUT013,1987,High,Tier 3,Supermarket Type1,3418.883
FDI48,11.85,Regular,0.056033565,Baking Goods,51.4666,OUT017,2007,null,Tier 2,Supermarket Type1,974.0654
FDS58,9.285,Regular,0.021049215,Snack Foods,161.0578,OUT045,2002,null,Tier 2,Supermarket Type1,2406.867
FDJ55,12.8,Regular,0.023526504,Meat,223.5404,OUT035,2004,Small,Tier 2,Supermarket Type1,5626.01
FDK08,9.195,Regular,0.204713036,Fruits and Vegetables,101.0016,OUT010,1998,null,Tier 3,Grocery Store,202.4032
FDS11,7.05,Regular,0.055558509,Breads,224.7088,OUT046,1997,Small,Tier 1,Supermarket Type1,3131.9232
FDR59,14.5,Regular,0.063863551,Breads,262.3594,OUT046,1997,Small,Tier 1,Supermarket Type1,4448.2098
FDJ34,11.8,Regular,0.094037241,Snack Foods,124.5704,OUT018,2009,Medium,Tier 3,Supermarket Type2,1001.3632
FDL03,19.25,Regular,0.027135522,Meat,196.311,OUT045,2002,null,Tier 2,Supermarket Type1,3142.576
FDM09,11.15,Regular,0.085931544,Snack Foods,169.679,OUT046,1997,Small,Tier 1,Supermarket Type1,1018.674
FDJ58,15.6,Regular,0.105725004,Snack Foods,169.9764,OUT018,2009,Medium,Tier 3,Supermarket Type2,2748.4224
FDL38,null,Regular,0.014661762,Canned,89.1172,OUT027,1985,Medium,Tier 3,Supermarket Type3,2319.6472
FDF56,16.7,Regular,0.119439636,Fruits and Vegetables,182.1976,OUT035,2004,Small,Tier 2,Supermarket Type1,724.3904
FDW12,8.315,Regular,0.059540542,Baking Goods,143.6444,OUT010,1998,null,Tier 3,Grocery Store,145.1444
DRD01,12.1,Regular,0.061163967,Soft Drinks,56.5614,OUT035,2004,Small,Tier 2,Supermarket Type1,828.921
FDS15,9.195,Regular,0.07821891,Meat,107.6596,OUT045,2002,null,Tier 2,Supermarket Type1,323.5788
FDT19,7.59,Regular,0.14492016,Fruits and Vegetables,174.708,OUT013,1987,High,Tier 3,Supermarket Type1,2942.836
FDE04,19.75,Regular,0.030166924,Frozen Foods,179.766,OUT010,1998,null,Tier 3,Grocery Store,719.064
FDN25,7.895,Regular,0.061124626,Breakfast,58.5588,OUT013,1987,High,Tier 3,Supermarket Type1,171.7764
FDC10,null,Regular,0.127599399,Snack Foods,118.9098,OUT019,1985,Small,Tier 1,Grocery Store,120.5098
FDI04,13.65,Regular,0.072898645,Frozen Foods,198.1426,OUT035,2004,Small,Tier 2,Supermarket Type1,1977.426
FDB04,11.35,Regular,0.063354531,Dairy,88.9856,OUT045,2002,null,Tier 2,Supermarket Type1,1230.3984
FDY28,7.47,Regular,0.152024355,Frozen Foods,211.8218,OUT013,1987,High,Tier 3,Supermarket Type1,1496.0526
FDC29,8.39,Regular,0.024342578,Frozen Foods,113.6176,OUT017,2007,null,Tier 2,Supermarket Type1,2862.94
FDB23,19.2,Regular,0.005620213,Starchy Foods,226.6062,OUT017,2007,null,Tier 2,Supermarket Type1,5191.2426
FDX32,15.1,Regular,0.099839365,Fruits and Vegetables,143.3786,OUT035,2004,Small,Tier 2,Supermarket Type1,1733.7432
FDP28,13.65,Regular,0.080640478,Frozen Foods,262.6936,OUT046,1997,Small,Tier 1,Supermarket Type1,4175.8976
DRB13,6.115,Regular,0.007043008,Soft Drinks,190.353,OUT035,2004,Small,Tier 2,Supermarket Type1,569.259
FDC33,8.96,Regular,0.069219165,Fruits and Vegetables,196.5768,OUT018,2009,Medium,Tier 3,Supermarket Type2,2759.0752
FDY04,17.7,Regular,0.042468413,Frozen Foods,162.421,OUT035,2004,Small,Tier 2,Supermarket Type1,1468.089
FDX27,20.7,Regular,0.191008614,Dairy,92.8436,OUT010,1998,null,Tier 3,Grocery Store,189.0872
FDV28,16.1,Regular,0.159595473,Frozen Foods,32.8558,OUT013,1987,High,Tier 3,Supermarket Type1,339.558
FDE33,null,Regular,0.086905536,Fruits and Vegetables,78.8644,OUT019,1985,Small,Tier 1,Grocery Store,314.2576
FDV20,20.2,Regular,0,Fruits and Vegetables,129.0678,OUT017,2007,null,Tier 2,Supermarket Type1,3560.6984
FDU60,20,Regular,0.059889718,Baking Goods,168.5132,OUT035,2004,Small,Tier 2,Supermarket Type1,2874.9244
FDB12,11.15,Regular,0.105736638,Baking Goods,104.4648,OUT018,2009,Medium,Tier 3,Supermarket Type2,2181.1608
FDA01,15,Regular,0.054599767,Canned,59.4904,OUT018,2009,Medium,Tier 3,Supermarket Type2,644.4944
FDU20,19.35,Regular,0.021453493,Fruits and Vegetables,120.3098,OUT035,2004,Small,Tier 2,Supermarket Type1,2530.7058
FDY08,9.395,Regular,0.171422166,Fruits and Vegetables,139.1838,OUT045,2002,null,Tier 2,Supermarket Type1,1685.8056
FDH44,19.1,Regular,0.043304681,Fruits and Vegetables,147.5418,OUT010,1998,null,Tier 3,Grocery Store,294.2836
FDR59,14.5,Regular,0.106894492,Breads,260.4594,OUT010,1998,null,Tier 3,Grocery Store,1046.6376
DRA59,8.27,Regular,0.127927931,Soft Drinks,184.8924,OUT046,1997,Small,Tier 1,Supermarket Type1,4442.2176
FDZ28,20,Regular,0.051596927,Frozen Foods,128.0678,OUT045,2002,null,Tier 2,Supermarket Type1,1780.3492
FDR12,null,Regular,0.055213281,Baking Goods,172.4764,OUT019,1985,Small,Tier 1,Grocery Store,687.1056
FDS25,6.885,Regular,0.1408005,Canned,111.4228,OUT017,2007,null,Tier 2,Supermarket Type1,2984.1156
FDJ26,15.3,Regular,0.084937098,Canned,214.0218,OUT045,2002,null,Tier 2,Supermarket Type1,1068.609
FDR55,12.15,Regular,0.132351411,Fruits and Vegetables,190.3872,OUT045,2002,null,Tier 2,Supermarket Type1,2836.308
FDT26,18.85,Regular,0.067940657,Dairy,119.044,OUT035,2004,Small,Tier 2,Supermarket Type1,1198.44
FDA04,11.3,Regular,0.067107448,Frozen Foods,258.1962,OUT017,2007,null,Tier 2,Supermarket Type1,4402.9354
FDS56,5.785,Regular,0.038756864,Fruits and Vegetables,260.7252,OUT046,1997,Small,Tier 1,Supermarket Type1,6033.4796
FDT07,5.82,Regular,0.077254736,Fruits and Vegetables,257.633,OUT013,1987,High,Tier 3,Supermarket Type1,1537.998
FDJ10,null,Regular,0.128876537,Snack Foods,139.1838,OUT027,1985,Medium,Tier 3,Supermarket Type3,4916.933
FDN25,7.895,Regular,0.061163967,Breakfast,59.2588,OUT035,2004,Small,Tier 2,Supermarket Type1,801.6232
FDP36,10.395,Regular,0.091688111,Baking Goods,49.0008,OUT017,2007,null,Tier 2,Supermarket Type1,860.2136
FDW32,null,Regular,0.165101585,Fruits and Vegetables,87.7882,OUT019,1985,Small,Tier 1,Grocery Store,515.3292
DRB48,16.75,Regular,0.024848788,Soft Drinks,39.9822,OUT035,2004,Small,Tier 2,Supermarket Type1,746.3618
FDH17,16.2,Regular,0.016747538,Frozen Foods,98.6726,OUT017,2007,null,Tier 2,Supermarket Type1,1272.3438
FDN08,7.72,Regular,0.147904328,Fruits and Vegetables,116.6466,OUT010,1998,null,Tier 3,Grocery Store,117.8466
FDK10,5.785,Regular,0.040325274,Snack Foods,180.466,OUT013,1987,High,Tier 3,Supermarket Type1,719.064
FDL39,null,Regular,0.06302467,Dairy,181.6318,OUT027,1985,Medium,Tier 3,Supermarket Type3,1263.0226
FDC05,13.1,Regular,0.098765906,Frozen Foods,196.3768,OUT035,2004,Small,Tier 2,Supermarket Type1,2167.8448
FDK08,null,Regular,0.121712459,Fruits and Vegetables,101.2016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2631.2416
FDH52,null,Regular,0.076868664,Frozen Foods,62.1194,OUT019,1985,Small,Tier 1,Grocery Store,123.8388
FDS25,6.885,Regular,0.140292495,Canned,108.5228,OUT045,2002,null,Tier 2,Supermarket Type1,1989.4104
FDD59,10.5,Regular,0.066555152,Starchy Foods,80.896,OUT017,2007,null,Tier 2,Supermarket Type1,958.752
FDO22,13.5,Regular,0.017844609,Snack Foods,81.396,OUT013,1987,High,Tier 3,Supermarket Type1,1198.44
FDR01,5.405,Regular,0.053611144,Canned,197.7742,OUT035,2004,Small,Tier 2,Supermarket Type1,796.2968
FDC33,8.96,Regular,0.069078149,Fruits and Vegetables,197.7768,OUT045,2002,null,Tier 2,Supermarket Type1,3153.2288
FDM36,11.65,Regular,0.058822142,Baking Goods,173.5422,OUT049,1999,Medium,Tier 1,Supermarket Type1,3448.844
FDW27,null,Regular,0.150122794,Meat,154.5314,OUT027,1985,Medium,Tier 3,Supermarket Type3,1396.1826
FDA03,18.5,Regular,0.076097035,Dairy,145.8102,OUT010,1998,null,Tier 3,Grocery Store,291.6204
FDW09,13.65,Regular,0.025973384,Snack Foods,79.6302,OUT045,2002,null,Tier 2,Supermarket Type1,554.6114
FDM08,10.1,Regular,0.053887301,Fruits and Vegetables,225.6088,OUT017,2007,null,Tier 2,Supermarket Type1,4250.4672
FDS31,13.1,Regular,0.044281996,Fruits and Vegetables,178.5318,OUT045,2002,null,Tier 2,Supermarket Type1,3067.3406
FDI16,14,Regular,0.135662712,Frozen Foods,52.064,OUT013,1987,High,Tier 3,Supermarket Type1,852.224
FDB58,null,Regular,0.02363057,Snack Foods,141.7154,OUT019,1985,Small,Tier 1,Grocery Store,425.4462
FDL51,20.7,Regular,0.047587685,Dairy,215.0876,OUT045,2002,null,Tier 2,Supermarket Type1,5145.3024
FDW39,null,Regular,0.036731658,Meat,177.237,OUT027,1985,Medium,Tier 3,Supermarket Type3,4763.799
FDI09,20.75,Regular,0.129337594,Seafood,238.188,OUT046,1997,Small,Tier 1,Supermarket Type1,5033.448
FDK25,11.6,Regular,0.157718931,Breakfast,168.3474,OUT017,2007,null,Tier 2,Supermarket Type1,4548.0798
FDW32,18.35,Regular,0.09468096,Fruits and Vegetables,86.2882,OUT018,2009,Medium,Tier 3,Supermarket Type2,1631.8758
FDQ19,7.35,Regular,0.014394261,Fruits and Vegetables,241.3512,OUT045,2002,null,Tier 2,Supermarket Type1,5331.7264
FDC29,8.39,Regular,0.024243294,Frozen Foods,116.0176,OUT049,1999,Medium,Tier 1,Supermarket Type1,1603.2464
FDF11,10.195,Regular,0.017730951,Starchy Foods,239.8538,OUT017,2007,null,Tier 2,Supermarket Type1,4086.0146
FDT07,5.82,Regular,0.077319079,Fruits and Vegetables,255.433,OUT046,1997,Small,Tier 1,Supermarket Type1,4357.661
FDG22,17.6,Regular,0.041373331,Snack Foods,38.119,OUT035,2004,Small,Tier 2,Supermarket Type1,732.38
FDZ43,null,Regular,0.056782237,Fruits and Vegetables,241.2512,OUT027,1985,Medium,Tier 3,Supermarket Type3,8239.9408
FDZ21,17.6,Regular,0.03922186,Snack Foods,97.241,OUT046,1997,Small,Tier 1,Supermarket Type1,193.082
FDR01,5.405,Regular,0.053730029,Canned,199.0742,OUT045,2002,null,Tier 2,Supermarket Type1,4777.7808
FDS24,20.85,Regular,0.062350672,Baking Goods,86.9514,OUT045,2002,null,Tier 2,Supermarket Type1,1416.8224
FDW26,null,Regular,0.106538757,Dairy,222.3772,OUT027,1985,Medium,Tier 3,Supermarket Type3,1556.6404
FDQ55,13.65,Regular,0.013091186,Fruits and Vegetables,114.8834,OUT018,2009,Medium,Tier 3,Supermarket Type2,1612.5676
FDT27,11.395,Regular,0.069587171,Meat,234.6616,OUT046,1997,Small,Tier 1,Supermarket Type1,4687.232
FDR32,6.78,Regular,0.08573655,Fruits and Vegetables,229.5694,OUT013,1987,High,Tier 3,Supermarket Type1,3425.541
FDG41,8.84,Regular,0.076681143,Frozen Foods,110.7228,OUT049,1999,Medium,Tier 1,Supermarket Type1,1657.842
FDG56,13.3,Regular,0.071856726,Fruits and Vegetables,63.2536,OUT017,2007,null,Tier 2,Supermarket Type1,1347.5792
FDN16,12.6,Regular,0.063054947,Frozen Foods,102.399,OUT017,2007,null,Tier 2,Supermarket Type1,2270.378
FDD47,7.6,Regular,0.142383847,Starchy Foods,172.3448,OUT035,2004,Small,Tier 2,Supermarket Type1,2556.672
FDR12,12.6,Regular,0.03150851,Baking Goods,170.5764,OUT013,1987,High,Tier 3,Supermarket Type1,3779.0808
FDS33,6.67,Regular,0.123620492,Snack Foods,90.0514,OUT049,1999,Medium,Tier 1,Supermarket Type1,1505.3738
FDZ57,10,Regular,0.037764307,Snack Foods,127.2994,OUT046,1997,Small,Tier 1,Supermarket Type1,642.497
DRL01,19.5,Regular,0.077292302,Soft Drinks,235.3958,OUT049,1999,Medium,Tier 1,Supermarket Type1,6309.7866
FDU10,10.1,Regular,0.045763062,Snack Foods,38.4848,OUT049,1999,Medium,Tier 1,Supermarket Type1,633.8416
FDE36,5.26,Regular,0.042008667,Baking Goods,162.6868,OUT017,2007,null,Tier 2,Supermarket Type1,3767.0964
FDW21,null,Regular,0.005935001,Snack Foods,98.8358,OUT027,1985,Medium,Tier 3,Supermarket Type3,2010.716
FDF34,9.3,Regular,0.014047825,Snack Foods,196.5084,OUT045,2002,null,Tier 2,Supermarket Type1,4364.9848
FDQ36,null,Regular,0,Baking Goods,38.1848,OUT019,1985,Small,Tier 1,Grocery Store,37.2848
FDE41,9.195,Regular,0.064002068,Frozen Foods,85.5566,OUT035,2004,Small,Tier 2,Supermarket Type1,930.1226
FDI02,15.7,Regular,0.11521312,Canned,112.0202,OUT017,2007,null,Tier 2,Supermarket Type1,3150.5656
DRL01,19.5,Regular,0.129170642,Soft Drinks,233.9958,OUT010,1998,null,Tier 3,Grocery Store,467.3916
FDV48,9.195,Regular,0.051908824,Baking Goods,78.1644,OUT017,2007,null,Tier 2,Supermarket Type1,1414.1592
FDH02,7.27,Regular,0.02076385,Canned,89.0488,OUT013,1987,High,Tier 3,Supermarket Type1,181.0976
FDR40,9.1,Regular,0.008046878,Frozen Foods,78.7618,OUT049,1999,Medium,Tier 1,Supermarket Type1,402.809
FDC59,16.7,Regular,0.054618573,Starchy Foods,65.5168,OUT035,2004,Small,Tier 2,Supermarket Type1,1022.6688
FDV60,20.2,Regular,0.196438668,Baking Goods,194.611,OUT010,1998,null,Tier 3,Grocery Store,392.822
FDB56,8.75,Regular,0.074743226,Fruits and Vegetables,187.6556,OUT049,1999,Medium,Tier 1,Supermarket Type1,5257.1568
FDV16,7.75,Regular,0.082930699,Frozen Foods,35.2558,OUT046,1997,Small,Tier 1,Supermarket Type1,780.9834
FDY12,9.8,Regular,0.235354055,Baking Goods,50.8008,OUT010,1998,null,Tier 3,Grocery Store,101.2016
FDM15,11.8,Regular,0.057746382,Meat,152.4366,OUT017,2007,null,Tier 2,Supermarket Type1,3929.5516
FDP12,9.8,Regular,0.045337184,Baking Goods,36.8874,OUT049,1999,Medium,Tier 1,Supermarket Type1,564.5984
FDN16,12.6,Regular,0.062797771,Frozen Foods,103.999,OUT049,1999,Medium,Tier 1,Supermarket Type1,825.592
FDE04,19.75,Regular,0.018096488,Frozen Foods,179.566,OUT018,2009,Medium,Tier 3,Supermarket Type2,2696.49
FDC51,10.895,Regular,0.009613854,Dairy,122.973,OUT013,1987,High,Tier 3,Supermarket Type1,1231.73
FDD41,6.765,Regular,0.087753682,Frozen Foods,105.3306,OUT017,2007,null,Tier 2,Supermarket Type1,2090.612
FDW51,6.155,Regular,0.095195306,Meat,213.956,OUT017,2007,null,Tier 2,Supermarket Type1,2343.616
FDB37,20.25,Regular,0.022940826,Baking Goods,241.8538,OUT046,1997,Small,Tier 1,Supermarket Type1,5768.4912
FDN04,11.8,Regular,0.014075334,Frozen Foods,176.8344,OUT013,1987,High,Tier 3,Supermarket Type1,3568.688
FDR56,15.5,Regular,0.101176316,Fruits and Vegetables,198.9768,OUT018,2009,Medium,Tier 3,Supermarket Type2,4729.8432
FDH40,11.6,Regular,0.079376029,Frozen Foods,81.7276,OUT017,2007,null,Tier 2,Supermarket Type1,1949.4624
FDC51,10.895,Regular,0.009620042,Dairy,121.673,OUT035,2004,Small,Tier 2,Supermarket Type1,1970.768
FDS04,10.195,Regular,0.146662938,Frozen Foods,138.6838,OUT046,1997,Small,Tier 1,Supermarket Type1,2388.2246
FDC03,8.575,Regular,0.071786706,Dairy,193.3794,OUT013,1987,High,Tier 3,Supermarket Type1,780.3176
FDP44,16.5,Regular,0.133424184,Fruits and Vegetables,102.2332,OUT010,1998,null,Tier 3,Grocery Store,102.5332
FDZ26,11.6,Regular,0.241055611,Dairy,238.5222,OUT010,1998,null,Tier 3,Grocery Store,717.0666
FDU49,19.5,Regular,0.03075661,Canned,86.254,OUT045,2002,null,Tier 2,Supermarket Type1,2163.85
