Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
DRM23,16.6,Low Fat,0.227189581,Hard Drinks,173.9422,OUT010,1998,null,Tier 3,Grocery Store,172.4422
FDT20,10.5,Low Fat,0.041459804,Fruits and Vegetables,39.2164,OUT049,1999,Medium,Tier 1,Supermarket Type1,540.6296
FDH10,21,Low Fat,0.049583899,Snack Foods,193.8478,OUT017,2007,null,Tier 2,Supermarket Type1,1162.4868
FDG57,14.7,Low Fat,0.07229836,Fruits and Vegetables,48.2034,OUT046,1997,Small,Tier 1,Supermarket Type1,874.8612
FDA56,9.21,Low Fat,0.008764786,Fruits and Vegetables,123.1414,OUT046,1997,Small,Tier 1,Supermarket Type1,4264.449
DRG51,12.1,Low Fat,0.011604894,Dairy,166.0526,OUT017,2007,null,Tier 2,Supermarket Type1,1480.0734
FDZ04,9.31,Low Fat,0.038169783,Frozen Foods,64.551,OUT017,2007,null,Tier 2,Supermarket Type1,1581.275
FDT13,14.85,Low Fat,0.018568129,Canned,188.2214,OUT035,2004,Small,Tier 2,Supermarket Type1,3014.7424
NCY29,13.65,Low Fat,0.077169841,Health and Hygiene,55.593,OUT013,1987,High,Tier 3,Supermarket Type1,282.965
FDL34,16,Low Fat,0.041028937,Snack Foods,142.6496,OUT045,2002,null,Tier 2,Supermarket Type1,1834.9448
NCQ38,16.35,Low Fat,0.013387211,Others,105.628,OUT049,1999,Medium,Tier 1,Supermarket Type1,1065.28
NCR41,null,Low Fat,0.017936715,Health and Hygiene,93.7094,OUT027,1985,Medium,Tier 3,Supermarket Type3,4189.2136
NCA42,6.965,Low Fat,0,Household,159.6604,OUT045,2002,null,Tier 2,Supermarket Type1,3327.6684
FDB11,16,Low Fat,0.060942632,Starchy Foods,225.6404,OUT049,1999,Medium,Tier 1,Supermarket Type1,2925.5252
FDG26,18.85,Low Fat,0.042641788,Canned,257.833,OUT035,2004,Small,Tier 2,Supermarket Type1,5382.993
FDH24,20.7,Low Fat,0.021427082,Baking Goods,156.5288,OUT035,2004,Small,Tier 2,Supermarket Type1,1571.288
FDX44,9.3,Low Fat,0.042930789,Fruits and Vegetables,88.5172,OUT013,1987,High,Tier 3,Supermarket Type1,1427.4752
FDT04,17.25,Low Fat,0.10764721,Frozen Foods,39.3822,OUT017,2007,null,Tier 2,Supermarket Type1,314.2576
FDO58,19.6,Low Fat,0.039577173,Snack Foods,166.1526,OUT046,1997,Small,Tier 1,Supermarket Type1,2960.1468
FDR60,14.3,Low Fat,0.130415118,Baking Goods,75.9328,OUT046,1997,Small,Tier 1,Supermarket Type1,1158.492
NCL54,12.6,Low Fat,0.082921642,Household,175.2054,OUT045,2002,null,Tier 2,Supermarket Type1,3502.108
FDW50,13.1,Low Fat,0.075515154,Dairy,167.2158,OUT013,1987,High,Tier 3,Supermarket Type1,3008.0844
FDK43,null,Low Fat,0.046994717,Meat,125.802,OUT019,1985,Small,Tier 1,Grocery Store,253.004
NCN07,18.5,Low Fat,0.034013539,Others,133.2284,OUT045,2002,null,Tier 2,Supermarket Type1,2768.3964
FDX16,17.85,Low Fat,0.06575528,Frozen Foods,151.505,OUT013,1987,High,Tier 3,Supermarket Type1,2546.685
FDR48,null,Low Fat,0.130867413,Baking Goods,150.8024,OUT027,1985,Medium,Tier 3,Supermarket Type3,4402.2696
FDW37,null,Low Fat,0.123449671,Canned,89.7488,OUT027,1985,Medium,Tier 3,Supermarket Type3,1901.5248
FDV40,17.35,Low Fat,0.014689006,Frozen Foods,74.5038,OUT035,2004,Small,Tier 2,Supermarket Type1,739.038
FDY46,18.6,Low Fat,0.047964395,Snack Foods,185.0898,OUT049,1999,Medium,Tier 1,Supermarket Type1,2993.4368
FDX45,16.75,Low Fat,0.105018817,Snack Foods,155.263,OUT049,1999,Medium,Tier 1,Supermarket Type1,1721.093
FDB33,17.75,Low Fat,0.014577412,Fruits and Vegetables,160.7262,OUT035,2004,Small,Tier 2,Supermarket Type1,2864.2716
FDT58,9,Low Fat,0.143870574,Snack Foods,169.4816,OUT010,1998,null,Tier 3,Grocery Store,503.3448
FDM39,6.42,Low Fat,0.053553794,Dairy,178.6002,OUT049,1999,Medium,Tier 1,Supermarket Type1,3582.004
NCL31,7.39,Low Fat,0.120280989,Others,142.747,OUT046,1997,Small,Tier 1,Supermarket Type1,3149.234
NCJ31,19.2,Low Fat,0.182653772,Others,243.0196,OUT046,1997,Small,Tier 1,Supermarket Type1,3374.2744
FDO23,null,Low Fat,0.25637539,Breads,94.8436,OUT019,1985,Small,Tier 1,Grocery Store,567.2616
FDF04,17.5,Low Fat,0,Frozen Foods,258.3304,OUT013,1987,High,Tier 3,Supermarket Type1,3358.2952
FDS50,17,Low Fat,0.055545797,Dairy,220.5114,OUT045,2002,null,Tier 2,Supermarket Type1,5321.0736
NCQ41,null,Low Fat,0.019386057,Health and Hygiene,194.5794,OUT027,1985,Medium,Tier 3,Supermarket Type3,3511.4292
FDA49,19.7,Low Fat,0.064921764,Canned,88.1198,OUT046,1997,Small,Tier 1,Supermarket Type1,1744.396
NCZ06,19.6,Low Fat,0.094694278,Household,254.9698,OUT017,2007,null,Tier 2,Supermarket Type1,2536.698
NCM43,14.5,Low Fat,0.019554705,Others,162.421,OUT018,2009,Medium,Tier 3,Supermarket Type2,1957.452
FDH19,19.35,Low Fat,0.033060937,Meat,172.4738,OUT013,1987,High,Tier 3,Supermarket Type1,1911.5118
DRK13,11.8,Low Fat,0.115167579,Soft Drinks,199.8084,OUT046,1997,Small,Tier 1,Supermarket Type1,2380.9008
DRJ24,11.8,Low Fat,0.113559058,Soft Drinks,184.2924,OUT045,2002,null,Tier 2,Supermarket Type1,1850.924
FDI20,19.1,Low Fat,0.038641968,Fruits and Vegetables,212.1586,OUT045,2002,null,Tier 2,Supermarket Type1,5909.6408
FDQ10,12.85,Low Fat,0.033172957,Snack Foods,172.0422,OUT035,2004,Small,Tier 2,Supermarket Type1,5345.7082
FDN12,15.6,Low Fat,0,Baking Goods,111.8544,OUT018,2009,Medium,Tier 3,Supermarket Type2,1454.1072
FDD50,18.85,Low Fat,0.141524348,Canned,168.4132,OUT013,1987,High,Tier 3,Supermarket Type1,2874.9244
FDY58,11.65,Low Fat,0.039980644,Snack Foods,227.3694,OUT049,1999,Medium,Tier 1,Supermarket Type1,4567.388
NCK29,null,Low Fat,0,Health and Hygiene,123.473,OUT019,1985,Small,Tier 1,Grocery Store,369.519
FDM32,20.5,Low Fat,0,Fruits and Vegetables,90.883,OUT010,1998,null,Tier 3,Grocery Store,89.883
FDL46,20.35,Low Fat,0.054056927,Snack Foods,116.8466,OUT046,1997,Small,Tier 1,Supermarket Type1,2356.932
FDF16,7.3,Low Fat,0.086266286,Frozen Foods,147.2076,OUT049,1999,Medium,Tier 1,Supermarket Type1,1921.4988
NCV54,11.1,Low Fat,0.033081389,Household,116.5124,OUT013,1987,High,Tier 3,Supermarket Type1,1066.6116
FDA23,9.8,Low Fat,0.047178116,Baking Goods,99.4016,OUT035,2004,Small,Tier 2,Supermarket Type1,2428.8384
FDI46,9.5,Low Fat,0.074496043,Snack Foods,251.9724,OUT045,2002,null,Tier 2,Supermarket Type1,2516.724
DRK13,11.8,Low Fat,0.115819014,Soft Drinks,198.3084,OUT017,2007,null,Tier 2,Supermarket Type1,4563.3932
DRF25,9,Low Fat,0.038925251,Soft Drinks,34.919,OUT046,1997,Small,Tier 1,Supermarket Type1,476.047
DRI11,null,Low Fat,0.060237465,Hard Drinks,115.9834,OUT019,1985,Small,Tier 1,Grocery Store,345.5502
FDA46,13.6,Low Fat,0.117874024,Snack Foods,193.6136,OUT045,2002,null,Tier 2,Supermarket Type1,4471.5128
DRD24,13.85,Low Fat,0.030795085,Soft Drinks,143.3154,OUT046,1997,Small,Tier 1,Supermarket Type1,1985.4156
DRI13,15.35,Low Fat,0.020441939,Soft Drinks,216.4508,OUT017,2007,null,Tier 2,Supermarket Type1,5426.27
FDG31,null,Low Fat,0.037712875,Meat,64.4826,OUT027,1985,Medium,Tier 3,Supermarket Type3,2518.7214
FDP04,15.35,Low Fat,0.013840784,Frozen Foods,65.2168,OUT045,2002,null,Tier 2,Supermarket Type1,958.752
FDH35,18.25,Low Fat,0.060198496,Starchy Foods,162.9526,OUT013,1987,High,Tier 3,Supermarket Type1,1151.1682
NCB42,11.8,Low Fat,0.008559557,Health and Hygiene,117.2492,OUT035,2004,Small,Tier 2,Supermarket Type1,2432.8332
FDQ14,9.27,Low Fat,0.061883353,Dairy,147.905,OUT049,1999,Medium,Tier 1,Supermarket Type1,1647.855
FDI19,null,Low Fat,0.052085615,Meat,242.8512,OUT027,1985,Medium,Tier 3,Supermarket Type3,5816.4288
DRN59,15,Low Fat,0.064241345,Hard Drinks,45.206,OUT049,1999,Medium,Tier 1,Supermarket Type1,792.302
NCR06,12.5,Low Fat,0.006759519,Household,42.8112,OUT013,1987,High,Tier 3,Supermarket Type1,639.168
NCF42,17.35,Low Fat,0.167243769,Household,176.2712,OUT013,1987,High,Tier 3,Supermarket Type1,2988.1104
FDG24,7.975,Low Fat,0.01469075,Baking Goods,84.725,OUT018,2009,Medium,Tier 3,Supermarket Type2,1747.725
FDQ56,null,Low Fat,0.105085956,Fruits and Vegetables,82.3908,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.1952
NCV41,14.35,Low Fat,0.017038777,Health and Hygiene,112.5228,OUT046,1997,Small,Tier 1,Supermarket Type1,1989.4104
FDN10,11.5,Low Fat,0,Snack Foods,119.5124,OUT018,2009,Medium,Tier 3,Supermarket Type2,829.5868
NCX18,14.15,Low Fat,0.00879232,Household,195.011,OUT035,2004,Small,Tier 2,Supermarket Type1,1964.11
FDY10,17.6,Low Fat,0.049167388,Snack Foods,114.9176,OUT045,2002,null,Tier 2,Supermarket Type1,1946.7992
NCZ17,null,Low Fat,0.079046992,Health and Hygiene,39.8506,OUT027,1985,Medium,Tier 3,Supermarket Type3,1480.0734
FDD57,18.1,Low Fat,0.022399592,Fruits and Vegetables,96.0094,OUT046,1997,Small,Tier 1,Supermarket Type1,1808.9786
FDK45,11.65,Low Fat,0.033926852,Seafood,111.586,OUT045,2002,null,Tier 2,Supermarket Type1,3395.58
NCI31,20,Low Fat,0.0814536,Others,36.819,OUT049,1999,Medium,Tier 1,Supermarket Type1,768.999
DRG15,6.13,Low Fat,0.076891526,Dairy,61.5536,OUT045,2002,null,Tier 2,Supermarket Type1,796.2968
DRF23,4.61,Low Fat,0.123346085,Hard Drinks,172.5396,OUT017,2007,null,Tier 2,Supermarket Type1,3663.2316
FDM46,7.365,Low Fat,0.159937597,Snack Foods,93.912,OUT035,2004,Small,Tier 2,Supermarket Type1,1304.968
DRG49,null,Low Fat,0.067128641,Soft Drinks,242.8486,OUT027,1985,Medium,Tier 3,Supermarket Type3,3420.8804
FDV39,11.3,Low Fat,0.007278512,Meat,196.7426,OUT035,2004,Small,Tier 2,Supermarket Type1,2768.3964
FDC39,7.405,Low Fat,0,Dairy,205.7296,OUT017,2007,null,Tier 2,Supermarket Type1,4570.0512
FDC56,7.72,Low Fat,0.12152072,Fruits and Vegetables,118.244,OUT046,1997,Small,Tier 1,Supermarket Type1,958.752
FDK38,6.65,Low Fat,0.053591345,Canned,149.7734,OUT017,2007,null,Tier 2,Supermarket Type1,2375.5744
NCF19,null,Low Fat,0.061470858,Household,48.6034,OUT019,1985,Small,Tier 1,Grocery Store,145.8102
FDG59,15.85,Low Fat,0.043226398,Starchy Foods,37.5164,OUT035,2004,Small,Tier 2,Supermarket Type1,270.3148
FDE59,12.15,Low Fat,0.062640143,Starchy Foods,36.6532,OUT017,2007,null,Tier 2,Supermarket Type1,251.6724
NCK05,20.1,Low Fat,0.077389797,Health and Hygiene,60.8536,OUT013,1987,High,Tier 3,Supermarket Type1,1347.5792
NCE54,20.7,Low Fat,0.027052013,Household,73.9354,OUT017,2007,null,Tier 2,Supermarket Type1,1655.1788
FDR46,null,Low Fat,0.244102315,Snack Foods,148.076,OUT019,1985,Small,Tier 1,Grocery Store,146.476
FDA10,20.35,Low Fat,0.141789197,Snack Foods,121.9072,OUT035,2004,Small,Tier 2,Supermarket Type1,1347.5792
FDP23,null,Low Fat,0.035414528,Breads,218.2166,OUT027,1985,Medium,Tier 3,Supermarket Type3,3701.1822
FDJ41,6.85,Low Fat,0.022864238,Frozen Foods,260.0594,OUT013,1987,High,Tier 3,Supermarket Type1,6018.1662
FDL46,20.35,Low Fat,0.054011943,Snack Foods,116.5466,OUT013,1987,High,Tier 3,Supermarket Type1,1885.5456
NCL29,9.695,Low Fat,0.11411658,Health and Hygiene,158.8604,OUT049,1999,Medium,Tier 1,Supermarket Type1,4436.8912
FDE16,null,Low Fat,0.046124444,Frozen Foods,206.7954,OUT019,1985,Small,Tier 1,Grocery Store,833.5816
NCW42,18.2,Low Fat,0.097865088,Household,221.8456,OUT010,1998,null,Tier 3,Grocery Store,884.1824
DRK01,7.63,Low Fat,0.061313057,Soft Drinks,93.3436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1323.6104
FDD16,20.5,Low Fat,0.060847634,Frozen Foods,75.0696,OUT010,1998,null,Tier 3,Grocery Store,149.1392
FDZ20,null,Low Fat,0,Fruits and Vegetables,253.0356,OUT027,1985,Medium,Tier 3,Supermarket Type3,11445.102
NCI18,18.35,Low Fat,0.014103354,Household,225.4746,OUT017,2007,null,Tier 2,Supermarket Type1,1346.2476
DRI25,19.6,Low Fat,0.033901442,Soft Drinks,56.2614,OUT046,1997,Small,Tier 1,Supermarket Type1,773.6596
DRH51,17.6,Low Fat,0.097198194,Dairy,89.8856,OUT035,2004,Small,Tier 2,Supermarket Type1,351.5424
FDB60,9.3,Low Fat,0.028498354,Baking Goods,195.8136,OUT013,1987,High,Tier 3,Supermarket Type1,2332.9632
FDA20,6.78,Low Fat,0.066565644,Fruits and Vegetables,185.324,OUT013,1987,High,Tier 3,Supermarket Type1,3914.904
NCX05,null,Low Fat,0.169943195,Health and Hygiene,116.2492,OUT019,1985,Small,Tier 1,Grocery Store,115.8492
DRF37,17.25,Low Fat,0,Soft Drinks,263.591,OUT045,2002,null,Tier 2,Supermarket Type1,788.973
FDZ58,17.85,Low Fat,0.052166995,Snack Foods,121.7072,OUT035,2004,Small,Tier 2,Supermarket Type1,2817.6656
NCG18,15.3,Low Fat,0.038460297,Household,104.0332,OUT010,1998,null,Tier 3,Grocery Store,205.0664
FDZ56,16.25,Low Fat,0.025789175,Fruits and Vegetables,166.9474,OUT045,2002,null,Tier 2,Supermarket Type1,2863.6058
DRO35,13.85,Low Fat,0.034640466,Hard Drinks,116.1492,OUT045,2002,null,Tier 2,Supermarket Type1,1274.3412
DRH51,null,Low Fat,0,Dairy,89.1856,OUT027,1985,Medium,Tier 3,Supermarket Type3,2109.2544
NCM06,7.475,Low Fat,0.076036381,Household,153.9656,OUT018,2009,Medium,Tier 3,Supermarket Type2,2625.9152
FDK02,12.5,Low Fat,0.187841082,Canned,119.244,OUT010,1998,null,Tier 3,Grocery Store,119.844
FDG59,15.85,Low Fat,0.043234574,Starchy Foods,38.3164,OUT046,1997,Small,Tier 1,Supermarket Type1,540.6296
FDN20,null,Low Fat,0.026055106,Fruits and Vegetables,169.5474,OUT027,1985,Medium,Tier 3,Supermarket Type3,4211.185
FDO57,20.75,Low Fat,0.109153001,Snack Foods,161.3578,OUT018,2009,Medium,Tier 3,Supermarket Type2,4492.8184
NCJ30,5.82,Low Fat,0.08062523,Household,168.379,OUT035,2004,Small,Tier 2,Supermarket Type1,1188.453
NCA41,16.75,Low Fat,0.032580547,Health and Hygiene,192.1162,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.324
FDK15,null,Low Fat,0.097937252,Meat,98.9042,OUT027,1985,Medium,Tier 3,Supermarket Type3,4960.21
FDT21,7.42,Low Fat,0.020391845,Snack Foods,248.9092,OUT046,1997,Small,Tier 1,Supermarket Type1,2241.0828
FDQ46,7.51,Low Fat,0.103813029,Snack Foods,113.7544,OUT046,1997,Small,Tier 1,Supermarket Type1,671.1264
FDS01,null,Low Fat,0.031069203,Canned,179.6686,OUT019,1985,Small,Tier 1,Grocery Store,177.7686
FDW34,null,Low Fat,0.062294473,Snack Foods,242.417,OUT019,1985,Small,Tier 1,Grocery Store,486.034
FDN13,18.6,Low Fat,0.152058281,Breakfast,99.9358,OUT046,1997,Small,Tier 1,Supermarket Type1,201.0716
NCP02,7.105,Low Fat,0.044991294,Household,59.2562,OUT018,2009,Medium,Tier 3,Supermarket Type2,651.8182
FDT48,4.92,Low Fat,0.046214971,Baking Goods,199.8084,OUT017,2007,null,Tier 2,Supermarket Type1,3968.168
NCJ17,7.68,Low Fat,0.255348289,Health and Hygiene,84.4224,OUT010,1998,null,Tier 3,Grocery Store,170.4448
FDB17,13.15,Low Fat,0.036879539,Frozen Foods,181.3976,OUT017,2007,null,Tier 2,Supermarket Type1,3078.6592
FDL20,null,Low Fat,0.224837308,Fruits and Vegetables,112.7886,OUT019,1985,Small,Tier 1,Grocery Store,222.3772
FDV32,7.785,Low Fat,0.089069748,Fruits and Vegetables,62.751,OUT018,2009,Medium,Tier 3,Supermarket Type2,1707.777
NCB31,null,Low Fat,0.118099673,Household,262.891,OUT027,1985,Medium,Tier 3,Supermarket Type3,5522.811
FDF52,9.3,Low Fat,0,Frozen Foods,182.9292,OUT017,2007,null,Tier 2,Supermarket Type1,4013.4424
FDB15,10.895,Low Fat,0.137023446,Dairy,263.7568,OUT049,1999,Medium,Tier 1,Supermarket Type1,7646.0472
NCR53,12.15,Low Fat,0,Health and Hygiene,224.4404,OUT018,2009,Medium,Tier 3,Supermarket Type2,5626.01
NCC31,8.02,Low Fat,0,Household,157.7972,OUT013,1987,High,Tier 3,Supermarket Type1,1713.7692
FDR46,null,Low Fat,0.138742518,Snack Foods,147.476,OUT027,1985,Medium,Tier 3,Supermarket Type3,3368.948
DRE12,4.59,Low Fat,0.070780558,Soft Drinks,114.586,OUT046,1997,Small,Tier 1,Supermarket Type1,1245.046
FDD57,18.1,Low Fat,0.037492325,Fruits and Vegetables,95.5094,OUT010,1998,null,Tier 3,Grocery Store,95.2094
NCS41,12.85,Low Fat,0.053527105,Health and Hygiene,185.1608,OUT049,1999,Medium,Tier 1,Supermarket Type1,2388.8904
FDF12,8.235,Low Fat,0.08259502,Baking Goods,149.1076,OUT045,2002,null,Tier 2,Supermarket Type1,1182.4608
FDM13,6.425,Low Fat,0.063122753,Breakfast,131.3626,OUT013,1987,High,Tier 3,Supermarket Type1,262.3252
FDQ56,6.59,Low Fat,0.105597316,Fruits and Vegetables,83.4908,OUT046,1997,Small,Tier 1,Supermarket Type1,1342.2528
NCT29,null,Low Fat,0.063800266,Health and Hygiene,123.0414,OUT027,1985,Medium,Tier 3,Supermarket Type3,4629.9732
NCX42,6.36,Low Fat,0.006012413,Household,163.0526,OUT017,2007,null,Tier 2,Supermarket Type1,1644.526
NCS42,8.6,Low Fat,0.069809115,Household,90.5146,OUT017,2007,null,Tier 2,Supermarket Type1,729.7168
FDL40,17.7,Low Fat,0.011660463,Frozen Foods,96.541,OUT018,2009,Medium,Tier 3,Supermarket Type2,2220.443
DRE03,19.6,Low Fat,0.024226902,Dairy,48.7718,OUT046,1997,Small,Tier 1,Supermarket Type1,236.359
NCM18,null,Low Fat,0.082440705,Household,61.3194,OUT027,1985,Medium,Tier 3,Supermarket Type3,2043.3402
FDF52,9.3,Low Fat,0.066918731,Frozen Foods,184.2292,OUT045,2002,null,Tier 2,Supermarket Type1,1641.8628
NCG43,20.2,Low Fat,0.074390007,Household,91.4462,OUT045,2002,null,Tier 2,Supermarket Type1,1943.4702
FDI33,16.5,Low Fat,0.028579565,Snack Foods,90.3146,OUT017,2007,null,Tier 2,Supermarket Type1,2554.0088
NCT06,17.1,Low Fat,0.038705317,Household,165.0842,OUT013,1987,High,Tier 3,Supermarket Type1,2320.9788
FDZ33,10.195,Low Fat,0.108004532,Snack Foods,148.7076,OUT017,2007,null,Tier 2,Supermarket Type1,1330.2684
FDE45,null,Low Fat,0.070660449,Fruits and Vegetables,180.4002,OUT019,1985,Small,Tier 1,Grocery Store,716.4008
FDA39,6.32,Low Fat,0.012769753,Meat,39.9822,OUT018,2009,Medium,Tier 3,Supermarket Type2,78.5644
FDK52,18.25,Low Fat,0.132596101,Frozen Foods,226.2062,OUT010,1998,null,Tier 3,Grocery Store,677.1186
NCB55,15.7,Low Fat,0.161317495,Household,57.5562,OUT018,2009,Medium,Tier 3,Supermarket Type2,829.5868
NCK18,9.6,Low Fat,0.011211251,Household,166.9184,OUT010,1998,null,Tier 3,Grocery Store,660.4736
FDB08,6.055,Low Fat,0.031103357,Fruits and Vegetables,159.9578,OUT046,1997,Small,Tier 1,Supermarket Type1,2727.7826
FDA20,6.78,Low Fat,0.066892471,Fruits and Vegetables,186.424,OUT018,2009,Medium,Tier 3,Supermarket Type2,1304.968
FDC04,null,Low Fat,0.078764059,Dairy,241.3854,OUT019,1985,Small,Tier 1,Grocery Store,483.3708
FDP24,null,Low Fat,0.082602127,Baking Goods,120.9756,OUT027,1985,Medium,Tier 3,Supermarket Type3,3877.6192
NCT29,12.6,Low Fat,0.064240743,Health and Hygiene,121.9414,OUT045,2002,null,Tier 2,Supermarket Type1,1462.0968
FDB08,6.055,Low Fat,0.031230059,Fruits and Vegetables,160.3578,OUT018,2009,Medium,Tier 3,Supermarket Type2,1765.0358
NCB43,20.2,Low Fat,0.100114941,Household,188.3898,OUT045,2002,null,Tier 2,Supermarket Type1,3554.7062
DRK49,14.15,Low Fat,0.035943717,Soft Drinks,40.5138,OUT046,1997,Small,Tier 1,Supermarket Type1,446.7518
FDE34,9.195,Low Fat,0.108059141,Snack Foods,181.7634,OUT049,1999,Medium,Tier 1,Supermarket Type1,6179.9556
FDE16,null,Low Fat,0.026216144,Frozen Foods,207.5954,OUT027,1985,Medium,Tier 3,Supermarket Type3,6668.6528
FDT58,9,Low Fat,0.085938463,Snack Foods,168.6816,OUT035,2004,Small,Tier 2,Supermarket Type1,1342.2528
NCL30,18.1,Low Fat,0.049016517,Household,128.7336,OUT049,1999,Medium,Tier 1,Supermarket Type1,2173.1712
FDT22,null,Low Fat,0.111554381,Snack Foods,59.822,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816
FDF16,null,Low Fat,0.085715273,Frozen Foods,146.6076,OUT027,1985,Medium,Tier 3,Supermarket Type3,1773.6912
NCV30,20.2,Low Fat,0.066200667,Household,61.451,OUT018,2009,Medium,Tier 3,Supermarket Type2,126.502
NCC55,10.695,Low Fat,0.064022881,Household,36.0848,OUT018,2009,Medium,Tier 3,Supermarket Type2,372.848
FDB44,6.655,Low Fat,0.016958832,Fruits and Vegetables,210.0586,OUT046,1997,Small,Tier 1,Supermarket Type1,4221.172
FDD16,null,Low Fat,0.063649582,Frozen Foods,74.7696,OUT019,1985,Small,Tier 1,Grocery Store,74.5696
FDP11,15.85,Low Fat,0.11566015,Breads,218.3166,OUT010,1998,null,Tier 3,Grocery Store,435.4332
FDH32,null,Low Fat,0.075691713,Fruits and Vegetables,98.241,OUT027,1985,Medium,Tier 3,Supermarket Type3,2220.443
NCL18,18.85,Low Fat,0.167844438,Household,193.9136,OUT049,1999,Medium,Tier 1,Supermarket Type1,3110.6176
FDD50,null,Low Fat,0.14095631,Canned,167.7132,OUT027,1985,Medium,Tier 3,Supermarket Type3,3889.6036
NCU05,11.8,Low Fat,0.058827557,Health and Hygiene,80.8618,OUT049,1999,Medium,Tier 1,Supermarket Type1,1288.9888
FDI56,7.325,Low Fat,0.093765794,Fruits and Vegetables,90.3146,OUT018,2009,Medium,Tier 3,Supermarket Type2,1733.0774
DRL11,10.5,Low Fat,0.048092816,Hard Drinks,159.2946,OUT049,1999,Medium,Tier 1,Supermarket Type1,1893.5352
FDW20,null,Low Fat,0.024032484,Fruits and Vegetables,124.973,OUT027,1985,Medium,Tier 3,Supermarket Type3,2463.46
DRJ49,6.865,Low Fat,0.01405025,Soft Drinks,128.9652,OUT018,2009,Medium,Tier 3,Supermarket Type2,1679.1476
FDP26,7.785,Low Fat,0.139436695,Dairy,103.0306,OUT013,1987,High,Tier 3,Supermarket Type1,2404.2038
NCG43,20.2,Low Fat,0.124261614,Household,93.6462,OUT010,1998,null,Tier 3,Grocery Store,277.6386
FDG02,7.855,Low Fat,0.011261165,Canned,189.5188,OUT046,1997,Small,Tier 1,Supermarket Type1,1904.188
FDO32,6.36,Low Fat,0.120520818,Fruits and Vegetables,45.906,OUT035,2004,Small,Tier 2,Supermarket Type1,419.454
FDU59,5.78,Low Fat,0.096386227,Breads,163.5552,OUT046,1997,Small,Tier 1,Supermarket Type1,1787.0072
FDN31,11.5,Low Fat,0.073029341,Fruits and Vegetables,187.953,OUT045,2002,null,Tier 2,Supermarket Type1,2656.542
FDE08,18.2,Low Fat,0.049520593,Fruits and Vegetables,147.3734,OUT018,2009,Medium,Tier 3,Supermarket Type2,2375.5744
FDK52,18.25,Low Fat,0.079152918,Frozen Foods,223.8062,OUT013,1987,High,Tier 3,Supermarket Type1,4288.4178
FDW11,12.6,Low Fat,0.048741487,Breads,60.4194,OUT013,1987,High,Tier 3,Supermarket Type1,990.7104
FDR43,18.2,Low Fat,0.162147349,Fruits and Vegetables,37.719,OUT018,2009,Medium,Tier 3,Supermarket Type2,549.285
FDP39,12.65,Low Fat,0.069565759,Meat,52.4324,OUT045,2002,null,Tier 2,Supermarket Type1,571.2564
FDG29,null,Low Fat,0.056019324,Frozen Foods,40.0454,OUT027,1985,Medium,Tier 3,Supermarket Type3,419.454
DRH15,8.775,Low Fat,0.109911272,Dairy,41.9428,OUT046,1997,Small,Tier 1,Supermarket Type1,1537.998
FDU48,18.85,Low Fat,0.055347985,Baking Goods,131.5284,OUT035,2004,Small,Tier 2,Supermarket Type1,1581.9408
NCP06,20.7,Low Fat,0.039405676,Household,149.8366,OUT018,2009,Medium,Tier 3,Supermarket Type2,2267.049
DRH23,14.65,Low Fat,0.170176516,Hard Drinks,55.2614,OUT013,1987,High,Tier 3,Supermarket Type1,718.3982
FDA16,null,Low Fat,0.033777629,Frozen Foods,222.8456,OUT027,1985,Medium,Tier 3,Supermarket Type3,7073.4592
FDT45,15.85,Low Fat,0.057546914,Snack Foods,55.8956,OUT018,2009,Medium,Tier 3,Supermarket Type2,491.3604
FDA39,6.32,Low Fat,0.012717946,Meat,40.2822,OUT046,1997,Small,Tier 1,Supermarket Type1,628.5152
FDZ34,6.695,Low Fat,0,Starchy Foods,191.882,OUT013,1987,High,Tier 3,Supermarket Type1,3861.64
FDO40,17.1,Low Fat,0.032678839,Frozen Foods,150.7392,OUT049,1999,Medium,Tier 1,Supermarket Type1,3131.9232
FDO36,19.7,Low Fat,0.077849003,Baking Goods,179.166,OUT013,1987,High,Tier 3,Supermarket Type1,3056.022
NCY18,7.285,Low Fat,0.031214809,Household,177.1054,OUT045,2002,null,Tier 2,Supermarket Type1,2626.581
FDB59,18.25,Low Fat,0.015302653,Snack Foods,198.0084,OUT049,1999,Medium,Tier 1,Supermarket Type1,793.6336
FDV24,5.635,Low Fat,0,Baking Goods,148.705,OUT049,1999,Medium,Tier 1,Supermarket Type1,1198.44
FDD46,6.035,Low Fat,0.236433601,Snack Foods,155.5998,OUT010,1998,null,Tier 3,Grocery Store,153.7998
FDQ39,14.8,Low Fat,0.081372267,Meat,191.4846,OUT018,2009,Medium,Tier 3,Supermarket Type2,3057.3536
FDV02,16.75,Low Fat,0.060792265,Dairy,170.4106,OUT018,2009,Medium,Tier 3,Supermarket Type2,513.3318
