Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCB18,19.6,LF,0.041374909,Household,89.2514,OUT045,2002,null,Tier 2,Supermarket Type1,1416.8224
DRM37,null,LF,0.168780127,Soft Drinks,197.8768,OUT019,1985,Small,Tier 1,Grocery Store,197.0768
FDT48,4.92,LF,0.045916788,Baking Goods,198.8084,OUT013,1987,High,Tier 3,Supermarket Type1,2976.126
FDY55,null,LF,0,Fruits and Vegetables,258.3988,OUT019,1985,Small,Tier 1,Grocery Store,256.9988
DRG36,null,LF,0.094916347,Soft Drinks,172.3106,OUT027,1985,Medium,Tier 3,Supermarket Type3,4277.765
FDS35,9.3,LF,0.111673587,Breads,65.7826,OUT018,2009,Medium,Tier 3,Supermarket Type2,968.739
FDD02,16.6,LF,0,Canned,117.3124,OUT013,1987,High,Tier 3,Supermarket Type1,2014.7108
NCS30,5.945,LF,0.093008616,Household,127.8652,OUT035,2004,Small,Tier 2,Supermarket Type1,2195.8084
FDK45,11.65,LF,0.033858187,Seafood,113.386,OUT046,1997,Small,Tier 1,Supermarket Type1,2603.278
NCZ42,10.5,LF,0.011305479,Household,235.5248,OUT049,1999,Medium,Tier 1,Supermarket Type1,4740.496
DRG36,14.15,LF,0.095360186,Soft Drinks,172.3106,OUT035,2004,Small,Tier 2,Supermarket Type1,3251.1014
DRH11,5.98,LF,0.075711199,Hard Drinks,55.6614,OUT045,2002,null,Tier 2,Supermarket Type1,331.5684
FDB45,20.85,LF,0.021416681,Fruits and Vegetables,104.6306,OUT018,2009,Medium,Tier 3,Supermarket Type2,1149.8366
NCB42,11.8,LF,0.008609602,Health and Hygiene,114.8492,OUT017,2007,null,Tier 2,Supermarket Type1,1390.1904
NCB42,11.8,LF,0.008578539,Health and Hygiene,117.6492,OUT045,2002,null,Tier 2,Supermarket Type1,1158.492
NCC31,8.02,LF,0.033259081,Household,154.2972,OUT010,1998,null,Tier 3,Grocery Store,1090.5804
FDD58,7.76,LF,0.059472609,Snack Foods,98.77,OUT045,2002,null,Tier 2,Supermarket Type1,1298.31
FDW28,18.25,LF,0.148673586,Frozen Foods,197.2452,OUT010,1998,null,Tier 3,Grocery Store,195.7452
DRF49,7.27,LF,0.071064499,Soft Drinks,114.4518,OUT035,2004,Small,Tier 2,Supermarket Type1,1366.2216
NCD31,12.1,LF,0.015497337,Household,165.5526,OUT018,2009,Medium,Tier 3,Supermarket Type2,3453.5046
NCD31,12.1,LF,0.015521768,Household,165.8526,OUT017,2007,null,Tier 2,Supermarket Type1,3124.5994
NCF30,17,LF,0.126220187,Household,126.7362,OUT035,2004,Small,Tier 2,Supermarket Type1,1258.362
FDB11,16,LF,0.061192211,Starchy Foods,224.1404,OUT017,2007,null,Tier 2,Supermarket Type1,4725.8484
DRG37,null,LF,0.033929133,Soft Drinks,154.3972,OUT019,1985,Small,Tier 1,Grocery Store,311.5944
FDR21,19.7,LF,0.066879757,Snack Foods,174.437,OUT013,1987,High,Tier 3,Supermarket Type1,1587.933
FDD46,6.035,LF,0.141542481,Snack Foods,153.1998,OUT045,2002,null,Tier 2,Supermarket Type1,1537.998
NCF55,6.675,LF,0.021710275,Household,34.9874,OUT045,2002,null,Tier 2,Supermarket Type1,247.0118
FDI44,16.1,LF,0.100149459,Fruits and Vegetables,78.4328,OUT013,1987,High,Tier 3,Supermarket Type1,1158.492
FDK52,18.25,LF,0.079342006,Frozen Foods,226.0062,OUT049,1999,Medium,Tier 1,Supermarket Type1,1805.6496
FDB39,11.6,LF,0.038511676,Dairy,57.7272,OUT035,2004,Small,Tier 2,Supermarket Type1,503.3448
NCP29,null,LF,0,Health and Hygiene,64.2168,OUT027,1985,Medium,Tier 3,Supermarket Type3,1278.336
FDS51,null,LF,0.032024659,Meat,62.7194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1857.582
FDD36,13.3,LF,0.021306635,Baking Goods,119.8124,OUT049,1999,Medium,Tier 1,Supermarket Type1,1896.1984
NCS54,13.6,LF,0.010033871,Household,177.937,OUT018,2009,Medium,Tier 3,Supermarket Type2,2293.681
FDF04,17.5,LF,0.013692598,Frozen Foods,259.7304,OUT018,2009,Medium,Tier 3,Supermarket Type2,3616.6256
NCN55,14.6,LF,0,Others,242.3538,OUT035,2004,Small,Tier 2,Supermarket Type1,5287.7836
FDY14,10.3,LF,0.070149088,Dairy,264.5226,OUT049,1999,Medium,Tier 1,Supermarket Type1,3436.1938
NCX05,15.2,LF,0.097457483,Health and Hygiene,114.4492,OUT018,2009,Medium,Tier 3,Supermarket Type2,579.246
NCZ17,12.15,LF,0,Health and Hygiene,39.1506,OUT017,2007,null,Tier 2,Supermarket Type1,1480.0734
NCN30,16.35,LF,0.016993204,Household,95.741,OUT046,1997,Small,Tier 1,Supermarket Type1,965.41
NCN53,5.175,LF,0.030349723,Health and Hygiene,37.0874,OUT035,2004,Small,Tier 2,Supermarket Type1,423.4488
NCB42,11.8,LF,0.008554052,Health and Hygiene,116.9492,OUT013,1987,High,Tier 3,Supermarket Type1,1969.4364
FDD51,11.15,LF,0.119930029,Dairy,44.2744,OUT035,2004,Small,Tier 2,Supermarket Type1,588.5672
NCJ30,null,LF,0.080249973,Household,168.679,OUT027,1985,Medium,Tier 3,Supermarket Type3,4923.591
FDY31,5.98,LF,0.04363058,Fruits and Vegetables,148.2418,OUT049,1999,Medium,Tier 1,Supermarket Type1,1618.5598
DRE25,15.35,LF,0.073697713,Soft Drinks,91.912,OUT017,2007,null,Tier 2,Supermarket Type1,559.272
FDK40,7.035,LF,0.021883368,Frozen Foods,263.791,OUT049,1999,Medium,Tier 1,Supermarket Type1,4996.829
FDX24,null,LF,0.024387984,Baking Goods,92.4462,OUT019,1985,Small,Tier 1,Grocery Store,185.0924
FDH57,10.895,LF,0.035949725,Fruits and Vegetables,132.9284,OUT017,2007,null,Tier 2,Supermarket Type1,3295.71
DRD60,15.7,LF,0.037383778,Soft Drinks,179.7634,OUT018,2009,Medium,Tier 3,Supermarket Type2,1817.634
FDA15,9.3,LF,0.016113019,Dairy,248.8092,OUT017,2007,null,Tier 2,Supermarket Type1,5976.2208
DRM59,null,LF,0.003574698,Hard Drinks,154.6998,OUT027,1985,Medium,Tier 3,Supermarket Type3,3229.7958
DRK37,5,LF,0,Soft Drinks,190.453,OUT010,1998,null,Tier 3,Grocery Store,379.506
FDQ16,19.7,LF,0.041823046,Frozen Foods,108.0912,OUT045,2002,null,Tier 2,Supermarket Type1,1965.4416
DRD25,6.135,LF,0.079293753,Soft Drinks,111.286,OUT018,2009,Medium,Tier 3,Supermarket Type2,2263.72
FDA49,19.7,LF,0.0650227,Canned,87.0198,OUT049,1999,Medium,Tier 1,Supermarket Type1,697.7584
FDS57,15.5,LF,0.103422709,Snack Foods,144.847,OUT035,2004,Small,Tier 2,Supermarket Type1,1717.764
NCA17,20.6,LF,0.045603215,Health and Hygiene,149.2392,OUT018,2009,Medium,Tier 3,Supermarket Type2,4026.7584
FDF52,9.3,LF,0.066770664,Frozen Foods,180.5292,OUT035,2004,Small,Tier 2,Supermarket Type1,2189.1504
FDU25,12.35,LF,0.02678995,Canned,58.9246,OUT018,2009,Medium,Tier 3,Supermarket Type2,926.7936
NCK29,5.615,LF,0,Health and Hygiene,121.973,OUT046,1997,Small,Tier 1,Supermarket Type1,2463.46
NCC54,17.75,LF,0.163548055,Health and Hygiene,239.3196,OUT010,1998,null,Tier 3,Grocery Store,723.0588
FDU34,null,LF,0.074830794,Snack Foods,125.9046,OUT027,1985,Medium,Tier 3,Supermarket Type3,4482.1656
FDJ32,10.695,LF,0.057792343,Fruits and Vegetables,61.4536,OUT046,1997,Small,Tier 1,Supermarket Type1,428.7752
NCQ06,13,LF,0.041994899,Household,254.7014,OUT018,2009,Medium,Tier 3,Supermarket Type2,5100.028
FDX20,7.365,LF,0.042626422,Fruits and Vegetables,227.072,OUT049,1999,Medium,Tier 1,Supermarket Type1,4074.696
FDG32,19.85,LF,0.175995526,Fruits and Vegetables,224.0772,OUT046,1997,Small,Tier 1,Supermarket Type1,1556.6404
DRK12,9.5,LF,0.042123243,Soft Drinks,32.09,OUT017,2007,null,Tier 2,Supermarket Type1,432.77
NCN30,null,LF,0.016910914,Household,96.641,OUT027,1985,Medium,Tier 3,Supermarket Type3,1544.656
FDT02,12.6,LF,0.02429329,Dairy,33.4874,OUT018,2009,Medium,Tier 3,Supermarket Type2,105.8622
FDJ48,11.3,LF,0.056434817,Baking Goods,247.8118,OUT046,1997,Small,Tier 1,Supermarket Type1,2964.1416
NCF55,6.675,LF,0.021666335,Household,33.3874,OUT046,1997,Small,Tier 1,Supermarket Type1,1235.059
FDX60,null,LF,0.080203852,Baking Goods,77.996,OUT027,1985,Medium,Tier 3,Supermarket Type3,2716.464
FDH33,12.85,LF,0.121914662,Snack Foods,43.5428,OUT049,1999,Medium,Tier 1,Supermarket Type1,615.1992
NCT05,10.895,LF,0.021037197,Health and Hygiene,255.9672,OUT018,2009,Medium,Tier 3,Supermarket Type2,4857.6768
DRH59,10.8,LF,0.097805615,Hard Drinks,73.938,OUT010,1998,null,Tier 3,Grocery Store,73.238
FDB20,7.72,LF,0.051970838,Fruits and Vegetables,79.7986,OUT035,2004,Small,Tier 2,Supermarket Type1,2336.958
FDD14,null,LF,0.297312685,Canned,185.4266,OUT019,1985,Small,Tier 1,Grocery Store,368.8532
NCL31,7.39,LF,0.120467994,Others,145.147,OUT049,1999,Medium,Tier 1,Supermarket Type1,5296.439
NCE43,null,LF,0.102941345,Household,171.2448,OUT027,1985,Medium,Tier 3,Supermarket Type3,4602.0096
FDA32,null,LF,0.052691046,Fruits and Vegetables,216.3192,OUT019,1985,Small,Tier 1,Grocery Store,215.7192
FDV39,11.3,LF,0.007279889,Meat,199.3426,OUT046,1997,Small,Tier 1,Supermarket Type1,2372.9112
FDV15,10.3,LF,0.146172453,Meat,103.3648,OUT046,1997,Small,Tier 1,Supermarket Type1,3219.8088
FDX15,17.2,LF,0.156541861,Meat,162.4578,OUT049,1999,Medium,Tier 1,Supermarket Type1,2888.2404
FDV31,9.8,LF,0,Fruits and Vegetables,175.237,OUT049,1999,Medium,Tier 1,Supermarket Type1,3881.614
